cookie,sme_id
12548317906564291,5050622
12545670247506665,5048918
12548655086409437,5044093
12377191526013162,5050899
12434421901251218,5048829
12545111781271252,5049374
12462393621502872,5048448
12537176684687190,5046349
12541688464681038,5048448
12547317904674535,2834240
12532128383404829,5050741
12317242835873626,5050854
12548662063438585,5050543
12534866686291016,5050741
12458337217656585,5048829
1231457384877263,5050348
12537347100218346,5050888
12548585266496270,5050544
12548664071714618,5050622
12317617629683221,5050690
12515720901226014,5050456
0,5050741
12501136609249284,5050899
12391369886859127,5050780
12434421901251218,5048829
12548657846528169,5049741
12529487320942731,4362328
12547797682507820,5050348
12548664165114333,5050348
12314588258481861,5047572
12452758672655249,3415744
12314178535152568,5050556
12548662063438585,5050537
12548317906564291,5050556
12430418829387672,5044093
12540654993992341,5050265
12366362330959681,5049839
12314311906166728,5050899
12431853725424221,5049022
12456697444377038,4117105
12548661949068632,5049581
12434421901251218,5048829
12475162911167382,5050868
12314245730019210,5048331
12540953702059453,5049741
0,5050075
12314207999684059,5050899
12534562396507735,5050622
12434421901251218,5048829
12401496588406552,5050622
12315926503517762,5049206
12315903591309774,5050741
12485385320922277,5047780
12547830014441034,5050837
12502667743556271,5047780
12364605153246015,5049839
12548664057815803,5045378
12426805463324426,5032817
12377191526013162,5049581
12475162911167382,5050857
12357595657079764,5050622
1231457384877263,5049678
12493212990577345,5050622
0,5050483
12548330475284232,5049716
12546283859348798,5048957
12536395715461440,5049039
12314267647602870,5050348
12337449429396428,5050390
12428872417532474,3455700
12539160227063332,5050622
12372396290319353,5050348
12520055836355171,5048668
12463891135996392,5050622
12489736253818621,5038332
12338153366427742,5050741
12314238585769410,5050035
12489736253818621,5049222
12405228195313699,5038381
12434421901251218,5048829
12509722709147107,5045110
12498445119859778,5050348
12474292329099828,5026134
12458843270517887,5050075
12548662063438585,5050473
12434421901251218,5048829
12409523667712446,5049839
12548663306565064,5048957
12337910789402005,5050690
12548654539532016,5049222
12548659941799175,5049839
12505964238311937,4064949
12536382750704538,5049007
12548655086409437,5044386
12475162911167382,5050857
0,2368717
12316046357246777,5050622
12548222861976794,5049581
12546825729377265,5049581
12498587173533858,5050741
12434421901251218,5047132
12314273978055278,5050088
12494002006715351,5049716
12474528931569051,5050075
12314193144936645,5050622
12314472405711281,5050837
12485381716882395,5048502
12471364399858581,5050825
12545111781271252,5049581
12434421901251218,5048829
12548620475317168,5050825
12499794455159762,5050741
12324607304791992,5046737
12314967118312330,5049949
12548571723086278,5050726
12434267243416442,5050690
12364605153246015,5050348
12314202025116512,5047780
12379778582311939,4898311
12314406990331302,5048432
12548589355719141,5050622
12534607204601255,4543652
12509440684578615,5044093
12434421901251218,5047132
12524760204535215,5049581
12314294410588519,5050075
12462173535467221,5049171
12432492632694354,5049581
12545954040552118,5047984
12547692757663149,5050442
1254865984078525,4116553
12432492632694354,5050556
12537948191255612,5050075
12538279172507564,5050088
12399999193434329,4924271
12527903635934057,4280049
12314249550126383,5050505
12548662063438585,5049171
12338449461877849,4169783
12462173535467221,5048820
0,5050741
12548655086409437,5044093
12434421901251218,5048829
12532121669681847,5050556
12536223083902749,5050780
12405228195313699,5049527
12372395838196963,5050075
12375107742224929,5049497
12547735091345780,5047780
12462173535467221,5050854
12314363109293705,5050868
12548655086409437,5042615
12507978261431959,5049558
12319039387659041,5048448
12314422203694939,5049007
12314543997509175,5047780
12445553902044602,5050408
12428260085312344,5050348
12434421901251218,5050505
12537341096689705,5050622
12317242835873626,5050506
12508330083812468,5050442
12547735091345780,5050690
12548664275543124,5048918
12536573295684671,5050622
12356716615462876,5050780
12548589807043255,5050702
12458843270517887,5050622
12548655086409437,5047706
12539160227063332,5049581
12491717451095982,5050063
12545644250835108,5032761
12346400384386148,5050741
12314383414838764,5049581
12548651283132031,5050556
12548664354335112,5048519
12532785989437839,5050866
12432492632694354,5049716
12520122887659230,5046839
12544158384858089,5050088
12530191069413582,5041816
12460656968047011,5050622
12314411032508778,5047676
12314464520958885,5049716
12458337217656585,5048829
12314309838049226,5050012
12548664317964536,5050442
12518103432086102,5050702
12314323965319469,5050868
12314546964989647,5050866
12333471360101698,4437718
12548271856097609,5049581
12516737391626672,5049581
12314532256096622,5049839
12471875220685937,5049678
12405228195313699,5038519
12545987481798146,5050622
12314323965319469,5050765
12548330475284232,5050868
12547570840501093,5045378
12514552105716778,5049581
12317160276344203,5050868
12375390034737158,5050456
12370561516561886,5050854
12440153756865316,5049558
12407662773662862,5050726
12440153756865316,5050556
12535258017432629,5050348
12324607304791992,5046583
12538279172507564,5050442
95539295521755984,5050817
12546590792449832,5049100
12428260085312344,5050348
12503681927388215,5050866
12538598630784356,5050442
12539124449882247,5045189
12314235226996799,5050868
12314352451951650,5050857
95539295521755984,5050868
12545877131844297,5049581
12399737421119167,5050765
12540102200409535,5049741
12315926503517762,5050690
12548662142038207,5050690
12461814456442159,4116946
12315256307222483,5049219
12399737421119167,5050726
12527903635934057,4280049
12548664354335112,5050765
12314363109293705,5050505
12314352451951650,5050613
95539295521755984,5050866
12366362330959681,5050075
12428872417532474,5045412
12452787404215672,5050868
12425909543437575,5050622
12541332328257556,5028991
12399737421119167,5050702
12314411271568818,5049007
12495798001106798,5050566
12533895796339227,5050780
0,5050741
12399737421119167,5050721
12548663709798305,5049022
12314406990331302,5043458
12434421901251218,5050505
12461475133759581,5048957
12440153756865316,5050556
